"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00589491106850934,2,11,118.420779220779,"Regulation of tau-protein kinase activity "," http://amigo.geneontology.org/amigo/term/GO:1902947"," HSP90AA1  HSP90AB1"
0.0061638962676251,8,1034,5.03918209450124,"Response to organic cyclic compound "," http://amigo.geneontology.org/amigo/term/GO:0014070"," HSPA5  MAOB  PGR  HSP90AB1  KAT2A  PDE4D  RORC  PDE4B"
0.0061638962676251,3,65,30.0606593406593,"Regulation of protein import "," http://amigo.geneontology.org/amigo/term/GO:1904589"," HSP90AB1  TARDBP  PIK3R1"
0.00621260925451022,3,66,29.6051948051948,"Positive regulation of nucleocytoplasmic transport "," http://amigo.geneontology.org/amigo/term/GO:0046824"," HSP90AB1  TARDBP  PIK3R1"
0.00627218041922219,5,335,9.72110874200426,"Regulation of protein stability "," http://amigo.geneontology.org/amigo/term/GO:0031647"," HSP90AA1  HSP90AB1  KAT2A  TARDBP  PIK3R1"
0.00627218041922219,2,12,108.552380952381,"G protein-coupled receptor signaling pathway involved in heart process "," http://amigo.geneontology.org/amigo/term/GO:0086103"," PDE4D  PDE4B"
0.00860499258484198,3,76,25.7097744360902,"Chaperone-mediated protein folding "," http://amigo.geneontology.org/amigo/term/GO:0061077"," HSPA5  FKBP1A  TRAP1"
0.00860499258484198,3,76,25.7097744360902,"Demethylation "," http://amigo.geneontology.org/amigo/term/GO:0070988"," KDM4A  CYP3A5  KDM4E"
0.00869391641572317,10,1769,3.68182185253977,"Response to endogenous stimulus "," http://amigo.geneontology.org/amigo/term/GO:0009719"," HSPA5  MAOB  PGR  MMP2  FKBP1A  HSP90AB1  KAT2A  PDE4D  PIK3R1  PDE4B"
0.00869391641572317,2,15,86.8419047619048,"Histone H3-K9 demethylation "," http://amigo.geneontology.org/amigo/term/GO:0033169"," KDM4A  KDM4E"
0.00869391641572317,2,15,86.8419047619048,"Cellular response to epinephrine stimulus "," http://amigo.geneontology.org/amigo/term/GO:0071872"," PDE4D  PDE4B"
0.00869391641572317,2,15,86.8419047619048,"Regulation of relaxation of muscle "," http://amigo.geneontology.org/amigo/term/GO:1901077"," PDE4D  PDE4B"
0.00883634658994797,3,80,24.4242857142857,"Immune response-regulating cell surface receptor signaling pathway involved in phagocytosis "," http://amigo.geneontology.org/amigo/term/GO:0002433"," HSP90AA1  HSP90AB1  PIK3R1"
0.00883634658994797,3,80,24.4242857142857,"Fc-gamma receptor signaling pathway involved in phagocytosis "," http://amigo.geneontology.org/amigo/term/GO:0038096"," HSP90AA1  HSP90AB1  PIK3R1"
0.0092163802810143,4,206,12.646879334258,"Response to unfolded protein "," http://amigo.geneontology.org/amigo/term/GO:0006986"," HSPA5  HSP90AA1  HSP90AB1  PIK3R1"
0.0092163802810143,3,82,23.8285714285714,"Fc-gamma receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0038094"," HSP90AA1  HSP90AB1  PIK3R1"
0.00955549809166854,8,1158,4.49958055761165,"Viral process "," http://amigo.geneontology.org/amigo/term/GO:0016032"," KDM4A  HSP90AA1  HSP90AB1  KAT2A  TARDBP  TOP2A  PIK3R1  MPHOSPH8"
0.00955549809166854,4,211,12.3471902505078,"Carbohydrate derivative catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901136"," PDE4A  PDE4C  PDE4D  PDE4B"
0.00955549809166854,6,607,6.43803247823017,"Organic hydroxy compound metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901615"," MAOB  HSP90AA1  CYP3A5  HSD17B7  ALOX15  UGT1A4"
0.00961750930244084,3,86,22.7202657807309,"Fc receptor mediated stimulatory signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0002431"," HSP90AA1  HSP90AB1  PIK3R1"
0.00961750930244084,2,17,76.6252100840336,"Flavonoid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0009812"," UGT1A9  UGT1A4"
0.00998310018573612,10,1847,3.52633614355325,"Regulation of cell death "," http://amigo.geneontology.org/amigo/term/GO:0010941"," HSPA5  KDM4A  HSP90AA1  HSP90AB1  TARDBP  TRAP1  IDO1  TOP2A  RORC  PIK3R1"
0.00998310018573612,2,18,72.368253968254,"Relaxation of cardiac muscle "," http://amigo.geneontology.org/amigo/term/GO:0055119"," PDE4D  PDE4B"
0.00998310018573612,9,1505,3.89490270526815,"Cellular response to endogenous stimulus "," http://amigo.geneontology.org/amigo/term/GO:0071495"," HSPA5  PGR  MMP2  FKBP1A  HSP90AB1  KAT2A  PDE4D  PIK3R1  PDE4B"
0.00998310018573612,2,18,72.368253968254,"Response to epinephrine "," http://amigo.geneontology.org/amigo/term/GO:0071871"," PDE4D  PDE4B"
0.010627938309153,3,92,21.2385093167702,"Positive regulation of protein localization to nucleus "," http://amigo.geneontology.org/amigo/term/GO:1900182"," HSP90AB1  TARDBP  PIK3R1"
0.010627938309153,3,92,21.2385093167702,"Regulation of calcium ion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:1901019"," FKBP1A  PDE4D  PDE4B"
0.0112174932687235,4,230,11.3272049689441,"Protein import "," http://amigo.geneontology.org/amigo/term/GO:0017038"," HSP90AA1  HSP90AB1  TARDBP  PIK3R1"
0.0112174932687235,2,20,65.1314285714286,"Epoxygenase P450 pathway "," http://amigo.geneontology.org/amigo/term/GO:0019373"," CYP2J2  CYP2B6"
0.0112174932687235,4,229,11.3766687461011,"Regulation of protein ubiquitination "," http://amigo.geneontology.org/amigo/term/GO:0031396"," HSPA5  HSP90AA1  FKBP1A  HSP90AB1"
0.0112174932687235,2,20,65.1314285714286,"Regulation of single stranded viral RNA replication via double stranded DNA intermediate "," http://amigo.geneontology.org/amigo/term/GO:0045091"," TOP2A  MPHOSPH8"
0.0112174932687235,6,653,5.98451104791074,"Cellular response to organic cyclic compound "," http://amigo.geneontology.org/amigo/term/GO:0071407"," HSPA5  PGR  HSP90AB1  PDE4D  RORC  PDE4B"
0.0121012636697883,2,21,62.0299319727891,"Cellular glucuronidation "," http://amigo.geneontology.org/amigo/term/GO:0052695"," UGT1A9  UGT1A4"
0.012411992945865,3,101,19.3459688826025,"Midbrain development "," http://amigo.geneontology.org/amigo/term/GO:0030901"," HSPA5  MAOB  KAT2A"
0.012411992945865,6,675,5.78946031746032,"Monocarboxylic acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0032787"," CYP3A5  CYP2J2  ALOX15  CYP2B6  UGT1A9  UGT1A4"
0.012411992945865,4,242,10.7655253837072,"Response to topologically incorrect protein "," http://amigo.geneontology.org/amigo/term/GO:0035966"," HSPA5  HSP90AA1  HSP90AB1  PIK3R1"
0.012411992945865,2,22,59.2103896103896,"Single stranded viral RNA replication via double stranded DNA intermediate "," http://amigo.geneontology.org/amigo/term/GO:0039692"," TOP2A  MPHOSPH8"
0.012411992945865,2,22,59.2103896103896,"Linoleic acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0043651"," CYP2J2  ALOX15"
0.0146065979083247,2,24,54.2761904761905,"Trabecula formation "," http://amigo.geneontology.org/amigo/term/GO:0060343"," MMP2  FKBP1A"
0.0148624115918535,4,259,10.0589078874793,"Hormone metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0042445"," CYP3A5  HSD17B7  CYP17A1  UGT1A9"
0.0148624115918535,9,1639,3.5764664865336,"Regulation of apoptotic process "," http://amigo.geneontology.org/amigo/term/GO:0042981"," HSPA5  HSP90AA1  HSP90AB1  TARDBP  TRAP1  IDO1  TOP2A  RORC  PIK3R1"
0.0151003643166637,8,1308,3.98357361293141,"Cellular response to cytokine stimulus "," http://amigo.geneontology.org/amigo/term/GO:0071345"," HSPA5  HSP90AA1  MMP2  HSP90AB1  KAT2A  RORC  PIK3R1  ALOX15"
0.0151003643166637,4,261,9.98182813355227,"Regulation of protein modification by small protein conjugation or removal "," http://amigo.geneontology.org/amigo/term/GO:1903320"," HSPA5  HSP90AA1  FKBP1A  HSP90AB1"
0.0153150428623497,3,113,17.2915297092288,"Regulation of nucleocytoplasmic transport "," http://amigo.geneontology.org/amigo/term/GO:0046822"," HSP90AB1  TARDBP  PIK3R1"
0.0157188866634254,2,26,50.1010989010989,"Uronic acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006063"," UGT1A9  UGT1A4"
0.0157188866634254,2,26,50.1010989010989,"Glucuronate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0019585"," UGT1A9  UGT1A4"
0.0159964082363849,3,118,16.5588377723971,"Long-chain fatty acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0001676"," CYP2J2  ALOX15  CYP2B6"
0.0159964082363849,5,477,6.82719377059,"Immune response-activating cell surface receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0002429"," HSP90AA1  HSP90AB1  PDE4D  PIK3R1  PDE4B"
0.0159964082363849,5,477,6.82719377059,"Immune response-activating signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0002757"," HSP90AA1  HSP90AB1  PDE4D  PIK3R1  PDE4B"
0.0159964082363849,9,1684,3.480895826264,"Regulation of programmed cell death "," http://amigo.geneontology.org/amigo/term/GO:0043067"," HSPA5  HSP90AA1  HSP90AB1  TARDBP  TRAP1  IDO1  TOP2A  RORC  PIK3R1"
0.0159964082363849,2,27,48.2455026455026,"Adenylate cyclase-activating adrenergic receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0071880"," PDE4D  PDE4B"
0.0161984978152266,3,119,16.4196878751501,"Unsaturated fatty acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0033559"," CYP2J2  ALOX15  CYP2B6"
0.0168278597225942,2,28,46.5224489795918,"Regulation of ryanodine-sensitive calcium-release channel activity "," http://amigo.geneontology.org/amigo/term/GO:0060314"," FKBP1A  PDE4D"
0.0182688871334779,3,125,15.6315428571429,"Regulation of circadian rhythm "," http://amigo.geneontology.org/amigo/term/GO:0042752"," TARDBP  TOP2A  RORC"
0.0185056448792015,7,1056,4.31742424242424,"DNA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006259"," TDP1  KDM4A  HSP90AA1  HSP90AB1  POLI  TOP2A  MPHOSPH8"
0.0185056448792015,2,30,43.4209523809524,"Androgen metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0008209"," HSD17B7  CYP17A1"
0.0185056448792015,2,30,43.4209523809524,"Histone lysine demethylation "," http://amigo.geneontology.org/amigo/term/GO:0070076"," KDM4A  KDM4E"
0.018546556805524,3,128,15.2651785714286,"Icosanoid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006690"," CYP2J2  ALOX15  CYP2B6"
0.018546556805524,4,290,8.98364532019704,"Cellular ketone metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0042180"," IDO1  CYP17A1  CYP2B6  UGT1A4"
0.0186201205775871,3,130,15.0303296703297,"Regulation of transforming growth factor beta receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0017015"," HSPA5  FKBP1A  HSP90AB1"
0.0186201205775871,2,31,42.0202764976959,"Cellular biogenic amine catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0042402"," MAOB  IDO1"
0.0186201205775871,2,31,42.0202764976959,"Chaperone-mediated protein complex assembly "," http://amigo.geneontology.org/amigo/term/GO:0051131"," HSP90AA1  HSP90AB1"
0.0186201205775871,2,31,42.0202764976959,"Adrenergic receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0071875"," PDE4D  PDE4B"
0.0189400406129116,2,32,40.7071428571429,"Amine catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0009310"," MAOB  IDO1"
0.0189400406129116,2,32,40.7071428571429,"Histone demethylation "," http://amigo.geneontology.org/amigo/term/GO:0016577"," KDM4A  KDM4E"
0.0189400406129116,8,1404,3.71119251119251,"Response to cytokine "," http://amigo.geneontology.org/amigo/term/GO:0034097"," HSPA5  HSP90AA1  MMP2  HSP90AB1  KAT2A  RORC  PIK3R1  ALOX15"
0.0189400406129116,2,32,40.7071428571429,"ERBB2 signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0038128"," HSP90AA1  PIK3R1"
0.0189400406129116,3,133,14.6912996777658,"Regulation of cellular response to transforming growth factor beta stimulus "," http://amigo.geneontology.org/amigo/term/GO:1903844"," HSPA5  FKBP1A  HSP90AB1"
0.0195067028973111,2,33,39.4735930735931,"Retinoic acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0042573"," CYP3A5  UGT1A9"
0.0195067028973111,7,1092,4.17509157509158,"Chromosome organization "," http://amigo.geneontology.org/amigo/term/GO:0051276"," KDM4A  HSP90AA1  HSP90AB1  KAT2A  TOP2A  MPHOSPH8  KDM4E"
0.0195067028973111,2,33,39.4735930735931,"Cellular response to interleukin-4 "," http://amigo.geneontology.org/amigo/term/GO:0071353"," HSPA5  HSP90AB1"
0.0196032344541326,2,34,38.3126050420168,"Protein demethylation "," http://amigo.geneontology.org/amigo/term/GO:0006482"," KDM4A  KDM4E"
0.0196032344541326,4,308,8.45862708719851,"Phagocytosis "," http://amigo.geneontology.org/amigo/term/GO:0006909"," HSP90AA1  HSP90AB1  PIK3R1  ALOX15"
0.0196032344541326,2,34,38.3126050420168,"Protein dealkylation "," http://amigo.geneontology.org/amigo/term/GO:0008214"," KDM4A  KDM4E"
0.0196032344541326,7,1102,4.13720508166969,"Carboxylic acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0019752"," CYP3A5  IDO1  CYP2J2  ALOX15  CYP2B6  UGT1A9  UGT1A4"
0.0196032344541326,2,34,38.3126050420168,"Regulation of cardiac muscle cell contraction "," http://amigo.geneontology.org/amigo/term/GO:0086004"," PDE4D  PDE4B"
0.0196032344541326,2,34,38.3126050420168,"Relaxation of muscle "," http://amigo.geneontology.org/amigo/term/GO:0090075"," PDE4D  PDE4B"
0.0202387016145597,2,35,37.2179591836735,"Central nervous system neuron axonogenesis "," http://amigo.geneontology.org/amigo/term/GO:0021955"," HSP90AA1  HSP90AB1"
0.0202387016145597,2,35,37.2179591836735,"Positive regulation of interleukin-2 production "," http://amigo.geneontology.org/amigo/term/GO:0032743"," PDE4D  PDE4B"
0.0202387016145597,2,35,37.2179591836735,"Regulation of endoplasmic reticulum unfolded protein response "," http://amigo.geneontology.org/amigo/term/GO:1900101"," HSPA5  PIK3R1"
0.0207008691130776,5,546,5.96441653584511,"Immune response-regulating cell surface receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0002768"," HSP90AA1  HSP90AB1  PDE4D  PIK3R1  PDE4B"
0.0207008691130776,2,36,36.184126984127,"Bile acid and bile salt transport "," http://amigo.geneontology.org/amigo/term/GO:0015721"," SLCO1A2  ABCB11"
0.0207008691130776,7,1121,4.06708296164139,"Organophosphate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0019637"," PDE4A  PDE4C  PDE4D  IDO1  PIK3R1  ALOX15  PDE4B"
0.0207008691130776,2,36,36.184126984127,"Response to interleukin-4 "," http://amigo.geneontology.org/amigo/term/GO:0070670"," HSPA5  HSP90AB1"
0.0208586193559221,9,1832,3.19968808484092,"Response to oxygen-containing compound "," http://amigo.geneontology.org/amigo/term/GO:1901700"," HSPA5  MAOB  MMP2  HSP90AB1  PDE4D  TRAP1  RORC  PIK3R1  PDE4B"
0.0213853680694249,7,1135,4.01691629955947,"Oxoacid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0043436"," CYP3A5  IDO1  CYP2J2  ALOX15  CYP2B6  UGT1A9  UGT1A4"
0.0213853680694249,3,147,13.2921282798834,"Regulation of protein localization to nucleus "," http://amigo.geneontology.org/amigo/term/GO:1900180"," HSP90AB1  TARDBP  PIK3R1"
0.0220954055467473,5,567,5.7435122197027,"Nucleotide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0009117"," PDE4A  PDE4C  PDE4D  IDO1  PDE4B"
0.0220954055467473,3,152,12.8548872180451,"Regulation of cellular carbohydrate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0010675"," KAT2A  RORC  UGT1A4"
0.0220954055467473,3,151,12.9400189214759,"Regulation of peptidyl-serine phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0033135"," HSP90AA1  HSP90AB1  PDE4D"
0.0220954055467473,4,331,7.87086750107898,"Response to endoplasmic reticulum stress "," http://amigo.geneontology.org/amigo/term/GO:0034976"," HSPA5  TARDBP  PIK3R1  ALOX15"
0.0220954055467473,2,39,33.4007326007326,"Viral RNA genome replication "," http://amigo.geneontology.org/amigo/term/GO:0039694"," TOP2A  MPHOSPH8"
0.0220954055467473,2,38,34.2796992481203,"Positive regulation of telomerase activity "," http://amigo.geneontology.org/amigo/term/GO:0051973"," HSP90AA1  HSP90AB1"
0.0220954055467473,2,39,33.4007326007326,"Regulation of T cell apoptotic process "," http://amigo.geneontology.org/amigo/term/GO:0070232"," IDO1  RORC"
0.0220954055467473,5,566,5.75365976779404,"Establishment of protein localization to organelle "," http://amigo.geneontology.org/amigo/term/GO:0072594"," HSPA5  HSP90AA1  HSP90AB1  TARDBP  PIK3R1"
0.0220954055467473,2,39,33.4007326007326,"Regulation of actin filament-based movement "," http://amigo.geneontology.org/amigo/term/GO:1903115"," PDE4D  PDE4B"
0.0221838219611033,7,1159,3.93373597929249,"Organic acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006082"," CYP3A5  IDO1  CYP2J2  ALOX15  CYP2B6  UGT1A9  UGT1A4"
0.023863115441329,5,579,5.62447569701456,"Nucleoside phosphate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006753"," PDE4A  PDE4C  PDE4D  IDO1  PDE4B"
0.0238725699620405,5,581,5.60511433489058,"Regulation of hormone levels "," http://amigo.geneontology.org/amigo/term/GO:0010817"," CYP3A5  TARDBP  HSD17B7  CYP17A1  UGT1A9"
0.0238725699620405,7,1178,3.87028862478778,"Cellular lipid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0044255"," CYP3A5  CYP2J2  PIK3R1  ALOX15  CYP2B6  UGT1A9  UGT1A4"
0.0248266161012225,5,590,5.51961259079903,"Activation of immune response "," http://amigo.geneontology.org/amigo/term/GO:0002253"," HSP90AA1  HSP90AB1  PDE4D  PIK3R1  PDE4B"
0.0248266161012225,3,162,12.0613756613757,"Protein import into nucleus "," http://amigo.geneontology.org/amigo/term/GO:0006606"," HSP90AB1  TARDBP  PIK3R1"
0.0248266161012225,6,872,4.48152031454784,"Regulation of cellular localization "," http://amigo.geneontology.org/amigo/term/GO:0060341"," HSP90AA1  FKBP1A  HSP90AB1  PDE4D  TARDBP  PIK3R1"
0.0248266161012225,3,161,12.1362910381544,"Regulation of calcium ion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1903169"," FKBP1A  PDE4D  PDE4B"
0.0262840566791425,2,44,29.6051948051948,"Regulation of cAMP-mediated signaling "," http://amigo.geneontology.org/amigo/term/GO:0043949"," PDE4A  PDE4D"
0.0272879527450449,2,45,28.9473015873016,"Ovulation cycle process "," http://amigo.geneontology.org/amigo/term/GO:0022602"," HSPA5  PGR"
0.0283029618933824,2,46,28.3180124223602,"Trabecula morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0061383"," MMP2  FKBP1A"
0.0290998563337991,9,1970,2.97554749818709,"Positive regulation of macromolecule biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0010557"," HSPA5  HSP90AA1  PGR  HSP90AB1  KAT2A  TOP2A  RORC  PIK3R1  ERG"
0.0291278974191444,2,47,27.7155015197568,"Estrogen metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0008210"," CYP3A5  HSD17B7"
0.031199422560437,5,628,5.18562329390355,"Positive regulation of cytokine production "," http://amigo.geneontology.org/amigo/term/GO:0001819"," HSP90AA1  KAT2A  PDE4D  PIK3R1  PDE4B"
0.031199422560437,2,49,26.5842565597668,"Response to antibiotic "," http://amigo.geneontology.org/amigo/term/GO:0046677"," HSPA5  HSP90AA1"
0.0321632950535573,6,930,4.20202764976958,"Regulation of cytokine production "," http://amigo.geneontology.org/amigo/term/GO:0001817"," HSP90AA1  HSP90AB1  KAT2A  PDE4D  PIK3R1  PDE4B"
0.0330901693177846,6,937,4.17063576764751,"Cytokine production "," http://amigo.geneontology.org/amigo/term/GO:0001816"," HSP90AA1  HSP90AB1  KAT2A  PDE4D  PIK3R1  PDE4B"
0.0330901693177846,2,51,25.5417366946779,"Substantia nigra development "," http://amigo.geneontology.org/amigo/term/GO:0021762"," HSPA5  MAOB"
0.0332195586192184,4,388,6.71458026509573,"Intracellular receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0030522"," KDM4A  PGR  RORC  ALOX15"
