"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0149923281638504,2,18,53.8912529550827,"Potassium ion export across plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:0097623"," KCND3  KCNE1"
0.0155096766751052,4,194,10.0004386926958,"Telomere organization "," http://amigo.geneontology.org/amigo/term/GO:0032200"," TNKS2  PARP1  CCNE2  PRKDC"
0.0155096766751052,3,83,17.5308895155088,"Regulation of muscle adaptation "," http://amigo.geneontology.org/amigo/term/GO:0043502"," PIN1  PARP1  SCN5A"
0.0155096766751052,3,83,17.5308895155088,"Regulation of release of sequestered calcium ion into cytosol "," http://amigo.geneontology.org/amigo/term/GO:0051279"," PKD2  HTT  CACNA1C"
0.0155096766751052,2,19,51.0548712206047,"Atrial cardiac muscle cell action potential "," http://amigo.geneontology.org/amigo/term/GO:0086014"," SCN5A  CACNA1C"
0.0155096766751052,2,19,51.0548712206047,"Atrial cardiac muscle cell to AV node cell signaling "," http://amigo.geneontology.org/amigo/term/GO:0086026"," SCN5A  CACNA1C"
0.0155096766751052,2,19,51.0548712206047,"Atrial cardiac muscle cell to AV node cell communication "," http://amigo.geneontology.org/amigo/term/GO:0086066"," SCN5A  CACNA1C"
0.016780854082994,4,200,9.70042553191489,"Multicellular organismal signaling "," http://amigo.geneontology.org/amigo/term/GO:0035637"," KCND3  KCNE1  SCN5A  CACNA1C"
0.016780854082994,3,87,16.7248716067498,"Membrane depolarization "," http://amigo.geneontology.org/amigo/term/GO:0051899"," PARP1  SCN5A  CACNA1C"
0.0181134029330397,6,545,5.33968377903572,"Blood circulation "," http://amigo.geneontology.org/amigo/term/GO:0008015"," GLP1R  THRB  KCND3  KCNE1  SCN5A  CACNA1C"
0.0181134029330397,2,21,46.1925025329281,"Regulation of ventricular cardiac muscle cell membrane repolarization "," http://amigo.geneontology.org/amigo/term/GO:0060307"," KCNE1  SCN5A"
0.0196698661788828,2,22,44.0928433268859,"Membrane depolarization during cardiac muscle cell action potential "," http://amigo.geneontology.org/amigo/term/GO:0086012"," SCN5A  CACNA1C"
0.021270420545248,2,23,42.1757631822387,"Membrane repolarization during cardiac muscle cell action potential "," http://amigo.geneontology.org/amigo/term/GO:0086013"," KCND3  KCNE1"
0.0243263761505371,10,1580,3.06975491516294,"Reproduction "," http://amigo.geneontology.org/amigo/term/GO:0000003"," ARSA  CCND1  PKD2  CCNA1  CCNB3  THRB  CCNB2  HPGD  CCNE2  PRKDC"
0.0243263761505371,10,1577,3.07559465184366,"Reproductive process "," http://amigo.geneontology.org/amigo/term/GO:0022414"," ARSA  CCND1  PKD2  CCNA1  CCNB3  THRB  CCNB2  HPGD  CCNE2  PRKDC"
0.0243263761505371,2,25,38.8017021276596,"Regulation of cardiac muscle cell membrane repolarization "," http://amigo.geneontology.org/amigo/term/GO:0099623"," KCNE1  SCN5A"
0.0252108268394535,11,1885,2.83036288729612,"Cell-cell signaling "," http://amigo.geneontology.org/amigo/term/GO:0007267"," TNKS2  PMP22  CCND1  GLP1R  GLS  PKD2  PIN1  CA7  CDK5R1  SCN5A  CACNA1C"
0.0252108268394535,3,104,13.9909983633388,"Regulation of calcium ion transport into cytosol "," http://amigo.geneontology.org/amigo/term/GO:0010522"," PKD2  HTT  CACNA1C"
0.0252108268394535,4,231,8.39863682416874,"Potassium ion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:0071805"," PKD2  KCND3  KCNE1  KCNQ1"
0.0252108268394535,2,26,37.3093289689034,"Membrane repolarization during action potential "," http://amigo.geneontology.org/amigo/term/GO:0086011"," KCND3  KCNE1"
0.0255762287327887,5,399,6.0779608595958,"Regulation of cation transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1904062"," PKD2  KCNE1  SCN5A  HTT  CACNA1C"
0.0257352823006862,3,106,13.7270172621437,"Muscle adaptation "," http://amigo.geneontology.org/amigo/term/GO:0043500"," PIN1  PARP1  SCN5A"
0.0257671353861934,9,1329,3.284568464531,"Response to abiotic stimulus "," http://amigo.geneontology.org/amigo/term/GO:0009628"," ARSA  CA9  CCND1  PKD2  PIN1  PARP1  PDK1  HTT  PRKDC"
0.0260136422101396,4,236,8.22069960331771,"Regulation of muscle system process "," http://amigo.geneontology.org/amigo/term/GO:0090257"," PIN1  PARP1  SCN5A  CACNA1C"
0.0275079068890637,2,28,34.644376899696,"Positive regulation of cardiac muscle hypertrophy "," http://amigo.geneontology.org/amigo/term/GO:0010613"," PIN1  PARP1"
0.0275079068890637,3,110,13.2278529980658,"Positive regulation of neuron death "," http://amigo.geneontology.org/amigo/term/GO:1901216"," PIN1  PARP1  CDK5R1"
0.028607844350672,7,843,4.02746018525529,"Inorganic cation transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:0098662"," PKD2  KCND3  KCNE1  SCN5A  HTT  KCNQ1  CACNA1C"
0.0289338307012169,2,29,33.4497432134996,"Positive regulation of muscle hypertrophy "," http://amigo.geneontology.org/amigo/term/GO:0014742"," PIN1  PARP1"
0.0306621870551348,2,30,32.3347517730496,"Negative regulation of telomere maintenance via telomere lengthening "," http://amigo.geneontology.org/amigo/term/GO:1904357"," TNKS2  PARP1"
0.0313359306796623,6,632,4.60463237274441,"Circulatory system process "," http://amigo.geneontology.org/amigo/term/GO:0003013"," GLP1R  THRB  KCND3  KCNE1  SCN5A  CACNA1C"
0.0313359306796623,4,253,7.66832057858885,"Neuron apoptotic process "," http://amigo.geneontology.org/amigo/term/GO:0051402"," PIN1  PARP1  THRB  CDK5R1"
0.0319464643780955,4,255,7.60817688777639,"Potassium ion transport "," http://amigo.geneontology.org/amigo/term/GO:0006813"," PKD2  KCND3  KCNE1  KCNQ1"
0.0356983455600573,2,33,29.3952288845906,"Cell-cell signaling involved in cardiac conduction "," http://amigo.geneontology.org/amigo/term/GO:0086019"," SCN5A  CACNA1C"
0.0365395013737098,5,448,5.41318389057751,"Regulation of metal ion transport "," http://amigo.geneontology.org/amigo/term/GO:0010959"," PKD2  KCNE1  SCN5A  HTT  CACNA1C"
0.0365395013737098,3,126,11.548125633232,"Release of sequestered calcium ion into cytosol "," http://amigo.geneontology.org/amigo/term/GO:0051209"," PKD2  HTT  CACNA1C"
0.0365395013737098,2,34,28.5306633291615,"Regulation of membrane repolarization "," http://amigo.geneontology.org/amigo/term/GO:0060306"," KCNE1  SCN5A"
0.0365395013737098,2,34,28.5306633291615,"Regulation of cardiac muscle cell contraction "," http://amigo.geneontology.org/amigo/term/GO:0086004"," SCN5A  CACNA1C"
0.0368072143108435,5,451,5.37717601547389,"Regulation of membrane potential "," http://amigo.geneontology.org/amigo/term/GO:0042391"," PARP1  KCND3  KCNE1  SCN5A  CACNA1C"
0.0368072143108435,3,127,11.4571955101357,"Negative regulation of sequestering of calcium ion "," http://amigo.geneontology.org/amigo/term/GO:0051283"," PKD2  HTT  CACNA1C"
0.037680608241969,2,35,27.7155015197568,"Long-chain fatty acid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0042759"," EPHX2  HPGD"
0.0377182206239792,3,129,11.2795645719941,"Regulation of sequestering of calcium ion "," http://amigo.geneontology.org/amigo/term/GO:0051282"," PKD2  HTT  CACNA1C"
0.0381846334641283,4,276,7.02929386370644,"Meiotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0051321"," CCNA1  CCNB3  CCNB2  CCNE2"
0.0381846334641283,2,36,26.9456264775414,"Response to mineralocorticoid "," http://amigo.geneontology.org/amigo/term/GO:0051385"," CCND1  PARP1"
0.0381846334641283,2,36,26.9456264775414,"Membrane depolarization during action potential "," http://amigo.geneontology.org/amigo/term/GO:0086010"," SCN5A  CACNA1C"
0.0381846334641283,7,909,3.73503733352059,"Inorganic ion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:0098660"," PKD2  KCND3  KCNE1  SCN5A  HTT  KCNQ1  CACNA1C"
0.0394294810750433,3,133,10.9403295472724,"Sequestering of calcium ion "," http://amigo.geneontology.org/amigo/term/GO:0051208"," PKD2  HTT  CACNA1C"
0.0410426483104407,2,38,25.5274356103024,"Nucleotide-excision repair, preincision complex assembly "," http://amigo.geneontology.org/amigo/term/GO:0006294"," CCNH  PARP1"
0.0410426483104407,2,38,25.5274356103024,"Protein ADP-ribosylation "," http://amigo.geneontology.org/amigo/term/GO:0006471"," TNKS2  PARP1"
0.0410426483104407,10,1769,2.74178223061472,"Response to endogenous stimulus "," http://amigo.geneontology.org/amigo/term/GO:0009719"," ARSA  CCND1  GLP1R  PKD2  PIN1  PARP1  THRB  HPGD  KCNE1  PRKDC"
0.0410426483104407,2,38,25.5274356103024,"Negative regulation of telomere maintenance "," http://amigo.geneontology.org/amigo/term/GO:0032205"," TNKS2  PARP1"
0.0419401184032864,2,39,24.872885979269,"Anion homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0055081"," CA12  GLS"
0.0419401184032864,2,39,24.872885979269,"Regulation of protein targeting to membrane "," http://amigo.geneontology.org/amigo/term/GO:0090313"," CDK5R1  KCNE1"
0.0419401184032864,2,39,24.872885979269,"Regulation of actin filament-based movement "," http://amigo.geneontology.org/amigo/term/GO:1903115"," SCN5A  CACNA1C"
0.0434113723170883,3,141,10.3196016296967,"Meiosis I "," http://amigo.geneontology.org/amigo/term/GO:0007127"," CCNA1  CCNB2  CCNE2"
0.0434113723170883,2,40,24.2510638297872,"Positive regulation of calcium ion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:1901021"," PKD2  HTT"
0.0448872617785757,6,710,4.09877135151334,"Positive regulation of cell death "," http://amigo.geneontology.org/amigo/term/GO:0010942"," PIN1  PARP1  HPGD  CDK5R1  HTT  PRKDC"
0.0448872617785757,2,41,23.6595744680851,"Positive regulation of double-strand break repair "," http://amigo.geneontology.org/amigo/term/GO:2000781"," PARP1  PRKDC"
0.045352035182176,2,42,23.096251266464,"Regulation of membrane depolarization "," http://amigo.geneontology.org/amigo/term/GO:0003254"," PARP1  SCN5A"
0.045352035182176,2,42,23.096251266464,"Positive regulation of release of sequestered calcium ion into cytosol "," http://amigo.geneontology.org/amigo/term/GO:0051281"," PKD2  HTT"
0.045352035182176,3,146,9.96619061498105,"Meiosis I cell cycle process "," http://amigo.geneontology.org/amigo/term/GO:0061982"," CCNA1  CCNB2  CCNE2"
0.045352035182176,2,42,23.096251266464,"Regulation of purine nucleotide biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1900371"," PARP1  PDK1"
0.045352035182176,8,1231,3.15204728900565,"Response to nitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:1901698"," PIK3C3  CCND1  GLP1R  PKD2  PARP1  CDK5R1  KCNE1  PRKDC"
0.0471578440525678,2,43,22.5591291439881,"Regulation of nucleotide biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0030808"," PARP1  PDK1"
0.0472804959259742,3,149,9.76552905897472,"Calcium ion transmembrane import into cytosol "," http://amigo.geneontology.org/amigo/term/GO:0097553"," PKD2  HTT  CACNA1C"
0.0486339492408849,2,44,22.0464216634429,"Intrinsic apoptotic signaling pathway in response to oxidative stress "," http://amigo.geneontology.org/amigo/term/GO:0008631"," PARP1  PDK1"
0.0492137500225621,7,984,3.45035460992908,"Metal ion transport "," http://amigo.geneontology.org/amigo/term/GO:0030001"," PKD2  KCND3  KCNE1  SCN5A  HTT  KCNQ1  CACNA1C"
0.0492137500225621,7,986,3.44335591903673,"Cation transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:0098655"," PKD2  KCND3  KCNE1  SCN5A  HTT  KCNQ1  CACNA1C"
0.0492137500225621,9,1545,2.82536665978104,"Export from cell "," http://amigo.geneontology.org/amigo/term/GO:0140352"," PIK3C3  ARSA  GLP1R  RAB9A  PDXK  KCND3  KCNE1  TUBB  CACNA1C"
0.0500620767009236,3,154,9.44846642718983,"Response to ionizing radiation "," http://amigo.geneontology.org/amigo/term/GO:0010212"," CCND1  PARP1  PRKDC"
0.0506253935670326,3,155,9.38750857927248,"Response to calcium ion "," http://amigo.geneontology.org/amigo/term/GO:0051592"," CCND1  PKD2  SCN5A"
0.0517696228424378,4,318,6.10089656095276,"Positive regulation of ion transport "," http://amigo.geneontology.org/amigo/term/GO:0043270"," PKD2  KCNE1  SCN5A  HTT"
0.0527204044452365,2,47,20.6392032593934,"Negative regulation of cation channel activity "," http://amigo.geneontology.org/amigo/term/GO:2001258"," PKD2  KCNE1"
